Rating,Review Quote,Full Review,Date of review,Date of visit
50,A lovely walk into a part of town we had missed,"We tried to book the sister place but they don't take bookings, but this one was nearer our hotel - great start.Waited in a small q and looked at a menu to hand, great choice, all cash though, so come prepared.We went for the option 2, MARVELOUS!Tapas at its best.We sat at the bar and could see everything going on. It was pure entertainment?Ordered a bottle of rioja - waiter asked dry, yep i said - came back as rose, who would have guessed, certainly not me!!8 tapas dishes that came were brill,but a chorizo sausage had been staring at me all night so had to add that too - sublime!!!!What an evening, a happening place and great food.But, and its a big but, make sure Oliver is your waiter. His attention and info is brilliant! His recommendations were great. A bloody nice chap - made our eveningTHANK YOU OLIVER!Show less","Reviewed November 15, 2019",Date of visit: November 2019
50,Delicious Meal and Fantastic Service,"My friend and I had an absolutely delicious meal here last night. We partook in the “surprise” menu option, wherein the chef selects dishes to be provided for the patrons, and were very glad we did. The tapas provided ranged from cheeses and cured meats to chili con carne and much more. That said, I was told the tapas vary considerably from night to night. In any event, they were all great.Our waitress was Kate, and she provided excellent service throughout the meal. She was very warm and thoughtful, particularly in that she assisted in ensuring my friend, who is vegetarian, was accommodated.The atmosphere was also fantastic and intimate. We were not at all rushed although there was a line outside.Show less","Reviewed November 15, 2019",Date of visit: November 2019
50,Awesome,Went last sunday following recommendations from Friends and we really enjoyed all tapas and exellent service from Oliver. Definitely the best tapas in Barcelona. Thanks again Oliver for your suggestions!,"Reviewed November 13, 2019",Date of visit: November 2019
50,Amazing... Tasty... Intimate,"A taste of romance in a 20x10 space. Qued for 30 mins... came in and was amazed by the food quality and staff attention. What a great place, tiny inside but worth the wait! Drinks are so cheap!!","Reviewed November 10, 2019",Date of visit: November 2019
50,First tapas experience,"It was our first tapas experience but wasn’t the last. The place is so cosy. Our waiter, Oliver was very kind. We chose a menu with 8 tapas which they chose for us. We were amazed. The food was very delicious. We will come back!","Reviewed November 10, 2019",Date of visit: November 2019
30,Just OK,"We were asked (somewhat rudely told) to go to the second location, which I can understand since there is only so much availability in small spaces. Sadly we had to wait at that location as well, but what do you do? We wanted to order our own options but were told that availability was limited and we should get the pre-fix. There was nothing special about any of it, quantities were small (or so it seemed since we didn’t really like anything, and the drink options were limited. Our table was cramped and uncomfortable. I really wanted to like it. Maybe my expectations were too high. We simply walked to the restaurant next door to our hotel the night before and it was superior - Comfortable with great welcoming service. It’s also a bummer that they are cash only.Show less","Reviewed November 9, 2019",Date of visit: November 2019
50,Amazing.,"We googled best place for tapas and this is where we ended up. This was by far the nicest meal we had during our 3 night trip. We had the 30 euro meal for two, and liked everythig that was on offer. It was helped down nicely by fantastic sangria! The staff were very helpful, welcoming and friendly.I cannot recommend this place highly enough, the many excellent reviews are so well deserved.Show less","Reviewed November 4, 2019",Date of visit: November 2019
50,Great expirience!,He had the most nice and generous waiter MARK! We had a great experience! The food is delicious but seriously most of all the service here is amazing! We recommend it!!!,"Reviewed November 1, 2019",Date of visit: November 2019
50,Super tapas!,Best tapas and even better service from waiter Oliver. 100 per cent recommended. We came back for second time and still amazed by service from oliver and his team! Keep it up...,"Reviewed October 29, 2019",Date of visit: September 2019
50,The Best tapas with the best service.,I went with friends for dinner and we had wonderful service from Cesar. The staff were attentive and very helpful regarding allergies. The vegan options were fantastic!,"Reviewed October 28, 2019",Date of visit: October 2019
50,muchas gracias,Everything was perfect! Jennifer and everybody helped us well! I definetely recommend it. Nice chocie of tapas by Jennifer :),"Reviewed October 28, 2019",Date of visit: October 2019
50,Fantastic food and great team,Fantastisch ambiance and great food..Jennifer is very friendly great tapas we have been there thursday and zaterdag and will done back soon..thx harald Hendrik vera yasmkn,"Reviewed October 27, 2019",Date of visit: October 2019
50,Tapas Extraordinarie,No fish. All cash. But don’t let that stop you. Well prepared and unusual. Pick your own from them or let them surprise you. All works out to be around the same price,"Reviewed October 25, 2019",Date of visit: October 2019
50,Great little find!,"We had a recommendation from friends to go here and we were not disappointed!! We attempted to go on one night but as there was a large queue we asked when was a quiet time to come and were told between 1700-1900 hrs so we returned the following evening for our last meal before we came home. We still waited but for approx 5 mins but it was worth it! The staff were brilliant, the food was amazing and really reasonable priced. A perfect meal to end our break.Show less","Reviewed October 25, 2019",Date of visit: October 2019
